"EntityName"	"DepartmentSubdivision"	"count"	"medianOT"	"medianTotalPay"
"Alameda"	"GSA-Parking Facilities"	4	67	39547.5
"Alameda"	"GSA-Property & Salvage"	14	0	37879.5
"Alameda"	"GSA-Purchasing"	43	0	61418
"Alameda"	"GSA-Veterans' Memorial Bldg"	4	0	1560
"Alameda"	"GSA Admin/Ops Support"	27	0	76693
"Alameda"	"HCSA-Behavioral Care"	543	0	73573
"Alameda"	"HCSA Administration"	27	0	64496
"Alameda"	"HCSA Human Resources"	15	0	66254
"Alameda"	"Health Prot CSA EM-1983-1"	31	0	78545
"Alameda"	"Health Prot CSA VC-1984-1"	27	795	67859
"Alameda"	"Health Protection CSA L-1991-1"	11	0	78280
"Alameda"	"HRS-Conference Center"	9	0	71331
"Alameda"	"Human Resource Services"	66	0	54168.5
"Alameda"	"Information Technology"	185	0	94463
"Alameda"	"Injury Prevention"	5	0	50282
"Alameda"	"Janitorial Services"	122	1618.5	42409.5
"Alameda"	"Juv Field-Juvenile Svcs"	114	0	80234
"Alameda"	"Juv Field -TANF"	1	0	61205
"Alameda"	"Juv Inst-Administration"	17	5008	44890
"Alameda"	"Juv Inst-Camp Sweeney"	28	4403	81185
"Alameda"	"Juv Inst-Juvenile Hall"	207	12016	75503
"Alameda"	"Labor Relations"	10	0	55888.5
"Alameda"	"Law Enf-Consolidated Dispatch"	32	10420	83822.5
"Alameda"	"Law Enf-Dublin Services"	55	20632	127555
"Alameda"	"Law Enf-ETS"	205	20496	120679
"Alameda"	"Maintenance and Operations"	138	194.5	67620
"Alameda"	"Management Services"	58	0	41767.5
"Alameda"	"Medical Services Program Admin"	61	0	61333
"Alameda"	"Motor Pool"	21	0	58193
"Alameda"	"Planning Comm-Adm"	39	0	68189
"Alameda"	"Port of Oakland"	79	13762	80734
"Alameda"	"Probation-Administration"	63	0	64702
"Alameda"	"Probation-Adult"	147	0	85884
"Alameda"	"Probt Grants"	31	0	86371
"Alameda"	"Pub Hlth-Communicable Disease"	61	0	57908
"Alameda"	"Pub Hlth-HIV-AIDS Services"	14	0	75973.5
"Alameda"	"Public Defender"	168	0	112541.5
"Alameda"	"Public Health-Famil Health Svs"	209	0	57407
"Alameda"	"Public Health-Field Services"	56	0	82695.5
"Alameda"	"Public Health Administration"	78	0	75587.5
"Alameda"	"Public Health Grants"	1	0	25982
"Alameda"	"Public Health Project Grants"	125	0	51610
"Alameda"	"Public Hlth-Community Hlth Svs"	46	0	61222
"Alameda"	"RDA Successor Agency"	7	0	79910
"Alameda"	"Registrar of Voters"	31	0	50738
"Alameda"	"Risk Management"	12	0	91764.5
"Alameda"	"RTC"	85	0	32069
"Alameda"	"Sheriff's-Administration"	104	0	64485.5
"Alameda"	"Sheriff's-CIB"	11	10137	68149
"Alameda"	"Sheriff's -Contracts"	78	15623.5	117079.5
"Alameda"	"Step Up Program"	3	0	37211
"Alameda"	"Superior Court Judges"	77	0	10248
"Alameda"	"Supervisorial District No. 1"	8	0	75916.5
"Alameda"	"Supervisorial District No. 2"	7	0	63571
"Alameda"	"Supervisorial District No. 3"	7	0	69827
"Alameda"	"Supervisorial District No. 4"	9	0	73614
"Alameda"	"Supervisorial District No. 5"	7	0	90065
"Alameda"	"Surplus Property Authority"	1	0	164394
"Alameda"	"TAP Program"	557	0	16992
"Alameda"	"Technical Service Division"	28	0	91299.5
"Alameda"	"Treasurer Tax-Collector"	59	0	57234
"Alameda"	"Unemployment Insurance"	1	0	79202
"Alameda"	"Warrants Rec and Crime Analys"	17	4520	59935
"Alameda"	"Weapons Screening"	48	0	37598
"Alameda"	"Welfare Fraud Investigation"	13	0	81436
"Alameda"	"Welfare to Work"	539	0	48609
"Alameda"	"Workforce and Resource Dev"	255	0	55452
"Alameda"	"Workforce Invest Board Grant"	20	0	67326.5
"Alpine"	"Assessor"	3	0	54991
"Alpine"	"Auditor"	4	0	68545
"Alpine"	"Behavioral Health"	9	0	43284
"Alpine"	"Board of Supervisors"	9	0	23642
"Alpine"	"Community Development"	23	0	38178
"Alpine"	"County Clerk"	2	0	66766
"Alpine"	"County Counsel"	1	0	36943
"Alpine"	"District Attorney"	3	0	43950
"Alpine"	"Eastern Alpine Fire Dept"	1	0	84539
"Alpine"	"Health & Human Services"	16	0	47457
"Alpine"	"Human Resources"	1	0	60043
"Alpine"	"Library"	5	0	20275
"Alpine"	"Museum"	2	0	11088
"Alpine"	"Planning Commission"	4	0	960
"Alpine"	"Probation"	1	0	38888
"Alpine"	"Recorder"	1	0	44206
"Alpine"	"School Board"	5	0	2016
"Alpine"	"Sheriff/Coroner"	17	9183	78389
"Alpine"	"Treasurer/Tax Collector/Recorder"	1	0	51383
"Amador"	"Administrative Officer"	4	0	60459
"Amador"	"Ag Commissioner-Sealer"	5	0	65379
"Amador"	"Airport"	1	0	77570
"Amador"	"Amador Air District"	2	0	56030.5
"Amador"	"Amador Fire Protection"	1	0	48704
"Amador"	"Animal Control"	8	855.5	43546.5
"Amador"	"Assessor"	12	0	58829.5
"Amador"	"Auditor Controller"	8	0	48585
"Amador"	"Board of Supervisors"	7	0	67832
"Amador"	"Building Department"	5	0	52293
"Amador"	"Code Enforcement"	3	0	70729
"Amador"	"Coroner"	1	8088	105251
"Amador"	"County Counsel"	5	0	84425
"Amador"	"County Library"	9	0	39348
"Amador"	"District Attorney"	25	0	81065
"Amador"	"Drug/Alcohol"	3	0	62752
"Amador"	"Elections"	4	0	14786.5
"Amador"	"Emergency Services"	1	9236	107233
"Amador"	"Environmental Health"	8	0	65695
"Amador"	"Facilities Maintenance"	12	0	33139.5
"Amador"	"General Services Administration Motor Pool"	5	0	58099
"Amador"	"General Services Administration Support Services"	6	0	43159.5
"Amador"	"Health Department"	15	0	53609
"Amador"	"Information Technology"	7	0	67343
"Amador"	"Jail"	30	3181	62276
"Amador"	"Local Community Correction"	4	767	62919.5
"Amador"	"Mental Health"	27	0	44860
"Amador"	"Narcotics Task Force"	1	0	26565
"Amador"	"Personnel"	4	0	46927
"Amador"	"Planning Department"	3	0	67631
"Amador"	"Probation"	16	400.5	71763
"Amador"	"Public Conservator"	2	351.5	63420
"Amador"	"Public Works"	33	182	53112
"Amador"	"Recorder"	5	0	48189
"Amador"	"Records Management"	1	0	50807
"Amador"	"Sheriff"	49	3487	78682
"Amador"	"Sheriff (Court Bailiffs)"	11	0	23410
"Amador"	"Sheriff Dispatching"	11	683	55057
"Amador"	"Social Services"	49	30	40136
"Amador"	"Surveying & Engineering"	3	0	81950
"Amador"	"Treasurer-Tax Collector"	5	0	43846
"Amador"	"Veterans Service Officer"	2	0	30253.5
"Amador"	"Victim/Witness Program"	1	0	74139
"Amador"	"Waste Management"	1	0	86754
"Amador"	"Workmen's Compensation"	1	0	85114
"Butte"	"Administration"	34	0	49909
"Butte"	"Agriculture"	33	0	27342
"Butte"	"Assessor"	53	0	37429
"Butte"	"Auditor/Controller"	33	0	25672
"Butte"	"Behavioral Health"	594	0	30395.5
"Butte"	"Board of Supervisors"	14	0	39845
"Butte"	"Child Support Services"	136	0	31111
"Butte"	"Clerk-Recorder"	25	49	39876
"Butte"	"County Counsel"	11	0	52196
"Butte"	"Development Services"	37	0	42938
"Butte"	"District Attorney"	128	0	41881
"Butte"	"Employment and Social Services"	875	0	32558
"Butte"	"Farm and Home Advisor"	7	0	16459
"Butte"	"General Services"	71	0	36091
"Butte"	"Human Resources"	31	0	31735
"Butte"	"Information Systems"	30	0	67747.5
"Butte"	"Library"	134	0	10464
"Butte"	"Probation"	216	56.5	38881.5
"Butte"	"Public Health"	187	0	37900
"Butte"	"Public Works"	153	32	42928
"Butte"	"Sheriff-Coroner"	343	3188	54951
"Butte"	"Treasurer-Tax Collector"	44	0	18610
"Butte"	"Water Services"	12	0	47263
"Calaveras"	"Administration"	7	0	61012
"Calaveras"	"Agriculture"	4	0	50909.5
"Calaveras"	"Air Pollution"	1	0	43280
"Calaveras"	"Airport"	2	0	34183.5
"Calaveras"	"Animal Control"	12	0	15086
"Calaveras"	"Assessor"	15	0	45474
"Calaveras"	"Auditor/Controller"	11	0	48966
"Calaveras"	"Behavioral Health Services"	47	0	34585
"Calaveras"	"Board Of Supervisors"	7	0	49442
"Calaveras"	"Building"	8	0	49511.5
"Calaveras"	"Building And Grounds"	9	0	31489
"Calaveras"	"Calmet"	3	7623	71385
"Calaveras"	"Calworks & Human Services"	75	111	43706
"Calaveras"	"Clerk"	3	0	33944
"Calaveras"	"Cneu"	4	13180.5	78878
"Calaveras"	"Code Compliance"	2	0	60016.5
"Calaveras"	"Coroner"	1	0	62471
"Calaveras"	"County Counsel"	8	0	67902.5
"Calaveras"	"Dispatch"	17	3142	50059
"Calaveras"	"District Attorney"	14	0	62090.5
"Calaveras"	"Elections"	3	90	25960
"Calaveras"	"Environmental Managt Agency"	9	0	53503
"Calaveras"	"Equipment Service Center"	7	1247	39595
"Calaveras"	"Gis"	2	0	67925.5
"Calaveras"	"Human Resources"	7	0	48081
"Calaveras"	"Integrated Waste Management"	17	191	43429
"Calaveras"	"Jail"	31	2400	49324
"Calaveras"	"Library"	12	0	11911.5
"Calaveras"	"Literacy Program"	1	0	36987
"Calaveras"	"Marine Safety"	2	15362.5	88214
"Calaveras"	"Museum"	1	0	19982
"Calaveras"	"Oes"	2	5611	63680.5
"Calaveras"	"Onsite Wastewater"	2	0	57146
"Calaveras"	"Planning"	12	0	44417
"Calaveras"	"Probation"	27	0	31412
"Calaveras"	"Public Access Tv"	6	0	7159.5
"Calaveras"	"Public Authority Ihss"	2	0	59453
"Calaveras"	"Public Health"	22	0	37812.5
"Calaveras"	"Public Works Administration"	7	0	58080
"Calaveras"	"Recorder"	4	0	40434
"Calaveras"	"Roads & Bridges"	77	0	36776
"Calaveras"	"Sheriff"	56	5273	68574
"Calaveras"	"Substance Abuse"	11	0	36295
"Calaveras"	"Technology Services"	14	0	35017.5
"Calaveras"	"Treasurer/Tax Collector"	6	0	39821.5
"Calaveras"	"Victim/Witness Program"	1	0	48532
"Colusa"	"AG Admin Services"	5	0	47343
"Colusa"	"AG Commissioner"	9	0	46390
"Colusa"	"Air Pollution"	3	761	50397
"Colusa"	"Animal Control"	5	0	7096
"Colusa"	"Assessor"	12	0	46976
"Colusa"	"Auditor/Controller"	13	87	43683
"Colusa"	"Behavioral Health Admin"	5	0	90482
"Colusa"	"Board of Supervisors"	5	0	41553
"Colusa"	"Boating"	2	4735.5	52494.5
"Colusa"	"Central Services"	2	0	27142.5
"Colusa"	"Child Support"	7	531	43696
"Colusa"	"Clerk/Recorder"	8	342	47910
"Colusa"	"Communications"	9	760	49684
"Colusa"	"Cooperative Extension"	3	0	46272
"Colusa"	"Coroner"	1	2431	68092
"Colusa"	"County Counsel"	4	0	61341.5
"Colusa"	"Court Bailiff"	3	77	54401
"Colusa"	"Custodians"	4	0	24018.5
"Colusa"	"District Attorney"	11	0	64743
"Colusa"	"Drug Enforcement"	3	6553	81985
"Colusa"	"Edhs Admin"	9	0	51108
"Colusa"	"Elections"	1	0	100
"Colusa"	"Environmental Health"	6	119.5	55503.5
"Colusa"	"Health"	15	0	41763
"Colusa"	"Insurance"	2	0	55411.5
"Colusa"	"IT"	3	0	64095
"Colusa"	"Jail"	19	1152	59887
"Colusa"	"Library"	18	0	9424
"Colusa"	"Maintenance"	4	0	26842
"Colusa"	"Mental Health"	50	0	44272
"Colusa"	"Migrant Housing"	4	0	33404
"Colusa"	"Owes"	1	4316	60156
"Colusa"	"Personnel"	7	0	13238
"Colusa"	"Planning & Building"	8	0	52068
"Colusa"	"Probation"	26	237	46560
"Colusa"	"Public Works"	34	0	48336.5
"Colusa"	"Revenue & Recovery"	1	0	55827
"Colusa"	"Senior Nutrition"	2	82	12444
"Colusa"	"Sheriff"	34	2400.5	73968.5
"Colusa"	"Sheriff-Indian Gaming"	2	945	38688.5
"Colusa"	"Solid Waste"	2	1236.5	15728
"Colusa"	"Substance Abuse"	2	1074	46259
"Colusa"	"Surveyor"	1	0	9897
"Colusa"	"Transit"	15	0	44304
"Colusa"	"Treasurer"	5	0	50508
"Colusa"	"Veteran's Services"	1	0	55549
"Colusa"	"Victim Witness"	1	0	59520
"Colusa"	"Welfare"	45	573	42579
"Contra Costa"	"Agriculture-Weights/Meas"	54	530	33526.5
"Contra Costa"	"Airport Operations"	16	5887	49917.5
"Contra Costa"	"Alcohol & Other Drugs Svc"	29	491	54654
"Contra Costa"	"Animal Services"	102	728.5	36629.5
"Contra Costa"	"Assessor"	123	381	51433
"Contra Costa"	"Auditor - Controller"	52	376	52898
"Contra Costa"	"Building Maintenance"	196	4227.5	41679
"Contra Costa"	"Cal Hlth Bnft Marketplace"	165	184	12639
"Contra Costa"	"CCC Dept Child Spprt Svcs"	177	274	46973
"Contra Costa"	"Ccc Fire Protection District"	330	29660.5	125895.5
"Contra Costa"	"Child Development"	106	69.5	27996
"Contra Costa"	"Clerk Of The Board"	7	0	36875
"Contra Costa"	"Comm Coll Child Dev"	4	3	26124
"Contra Costa"	"Community Services"	363	65	21091
"Contra Costa"	"Conservation And Development"	170	183	57789.5
"Contra Costa"	"Contra Costa Health Plan"	224	1445.5	42244.5
"Contra Costa"	"County Administrator"	22	0	79173
"Contra Costa"	"County Counsel"	50	10.5	100651.5
"Contra Costa"	"D A Revenue Narcotics"	1	396	48006
"Contra Costa"	"D A Welfare Fraud"	1	0	127139
"Contra Costa"	"Department Of Supervisors"	37	0	64621
"Contra Costa"	"District Attorney"	223	1147	70582
"Contra Costa"	"EHSD-Administrative Svcs"	191	1297	56063
"Contra Costa"	"Ehsd-Adult & Aging Svcs"	220	927	45760.5
"Contra Costa"	"EHSD-Child & Family Svcs"	311	1151	55854
"Contra Costa"	"EHSD-Workforce Services"	995	1363.5	42525
"Contra Costa"	"EHSD WFRC Investment Brd"	143	591	6477
"Contra Costa"	"Elections"	55	434.5	37538
"Contra Costa"	"Emergency Services"	28	3482.5	72611
"Contra Costa"	"General Services Admin"	1	0	9020
"Contra Costa"	"Health Svcs-Environ Hlth"	100	1383	81817.5
"Contra Costa"	"Health Svcs-Public Health"	409	237	45333
"Contra Costa"	"Health Svcs Consv/Guard"	24	191.5	48049
"Contra Costa"	"Hlth Svcs-Calif Child Svcs"	66	75.5	51271.5
"Contra Costa"	"Hlth Svcs-Detentn Inmates"	115	2297	64347
"Contra Costa"	"Hlth Svcs-Hospital Entrprs"	2944	1025	48823.5
"Contra Costa"	"Hlth Svcs Homeless Program"	10	322	35437.5
"Contra Costa"	"Hlth Svcs Mentl Hlth"	516	433	49317.5
"Contra Costa"	"Human Resources"	44	290	43956.5
"Contra Costa"	"Information Technology"	59	233.5	67604
"Contra Costa"	"ISF Fleet Services"	19	1399.5	49624
"Contra Costa"	"Law & Justice Systems Dev"	2	0	76530
"Contra Costa"	"Library-Admin & Supp Svcs"	126	180	27710.5
"Contra Costa"	"Library-Community Svcs"	325	261	8259
"Contra Costa"	"Long Term Disablty Ins Tr"	12	0	22102.5
"Contra Costa"	"Npp"	2	0	63989.5
"Contra Costa"	"Personnel Merit Board"	5	0	450
"Contra Costa"	"Print & Mail Svcs"	21	804	35439
"Contra Costa"	"Prisoners Welfare"	9	0	18367
"Contra Costa"	"Probation Facilities"	214	5776	53978
"Contra Costa"	"Probation Programs"	191	1159	68502
"Contra Costa"	"Public Administrator"	2	0	73823
"Contra Costa"	"Public Defender"	126	773	61660.5
"Contra Costa"	"Public Works"	265	860	54918
"Contra Costa"	"Purchasing"	6	0	67848
"Contra Costa"	"Recorder"	41	90.5	40702
"Contra Costa"	"Recorder Micro/Modernzatn"	10	18	42004
"Contra Costa"	"Retirement Payroll"	58	463	51873.5
"Contra Costa"	"Risk Management"	31	0	59879
"Contra Costa"	"Serv Area Em-1 Zone B"	8	0	80479
"Contra Costa"	"Sheriff"	473	9760.5	81460
"Contra Costa"	"Sheriff Coroner"	8	15665	100570
"Contra Costa"	"Sheriff Detention"	408	10722	75644
"Contra Costa"	"Sheriff Law Enforce Trng Centr"	38	835.5	4578.5
"Contra Costa"	"Sheriff Pol Area 5 Rnd Hill"	2	54534	142880.5
"Contra Costa"	"Sheriff Police Services"	216	8817	90015
"Contra Costa"	"Sheriff Serv Area P-2 Zone A"	2	36138	131229.5
"Contra Costa"	"Sheriff Serv Area P-2 Zone B"	1	6226	92547
"Contra Costa"	"Telecommunications"	22	11690	76252
"Contra Costa"	"Treasurer-Tax Collector"	31	198	50466
"Contra Costa"	"Trial Court Programs"	4	0	10458.5
"Contra Costa"	"Veterans Service Office"	9	48	40147
"Contra Costa"	"Zero Tolerance-Dom Violence"	1	0	74700
"Del Norte"	"Administration"	9	0	37302
"Del Norte"	"Agriculture"	5	0	39781
"Del Norte"	"Animal Control"	1	1509	23034
"Del Norte"	"Assessor"	8	0	45441.5
"Del Norte"	"Auditor"	7	0	49097
"Del Norte"	"Bar-O"	13	1702	36597
"Del Norte"	"Board of Supervisors"	5	0	37262
"Del Norte"	"Boating"	2	935.5	35985.5
"Del Norte"	"Building Inspection"	2	0	46124.5
"Del Norte"	"Building Maintenance"	13	0	25935
"Del Norte"	"Chat"	1	0	33907
"Del Norte"	"Child Support Services"	22	0	30048.5
"Del Norte"	"Clerk Recorder"	4	26.5	31911
"Del Norte"	"Community Development"	6	0	32506.5
"Del Norte"	"Coroner"	1	0	41216
"Del Norte"	"County Counsel"	3	0	64683
"Del Norte"	"District Attorney"	13	0	36173
"Del Norte"	"Drug and Alcohol"	9	0	22174
"Del Norte"	"Education Culture"	1	0	15742
"Del Norte"	"Elections"	1	0	11673
"Del Norte"	"Engineering"	3	0	43274
"Del Norte"	"Environmental Health"	2	0	55562.5
"Del Norte"	"Health"	13	0	32277
"Del Norte"	"Information Technology"	8	0	51905.5
"Del Norte"	"Jail"	29	1229	36335
"Del Norte"	"Juvenile Hall"	15	3882	33925
"Del Norte"	"Mental Health"	9	0	31804
"Del Norte"	"Mental Health-LPS"	2	8.5	18493.5
"Del Norte"	"Mental Health Services Act"	20	0	36272.5
"Del Norte"	"OES"	1	2490	54029
"Del Norte"	"Parks"	1	0	25935
"Del Norte"	"Planning"	1	0	51351
"Del Norte"	"Probation"	23	501	38722
"Del Norte"	"Public Nuisance"	1	0	45438
"Del Norte"	"Recreation"	1	0	40235
"Del Norte"	"Roads"	17	335	37440
"Del Norte"	"Sheriff"	32	2922	50416
"Del Norte"	"Treasurer"	4	0	55124.5
"Del Norte"	"TUPP"	3	0	23753
"Del Norte"	"Veterans Services"	2	0	28556
"Del Norte"	"Victim Witness"	1	0	50096
"Del Norte"	"Welfare Admin"	107	0	34757
"El Dorado"	"Agriculture"	16	0	48709.5
"El Dorado"	"Air Quality Management"	7	563	59682
"El Dorado"	"Assessor"	39	0	49549
"El Dorado"	"Auditor Controller"	27	0	52876
"El Dorado"	"Board of Supervisors"	18	0	51584.5
"El Dorado"	"Chief Administration"	80	0	40839
"El Dorado"	"Child Support Services"	69	77	40362
"El Dorado"	"Community Development Agency - Development Services"	99	139	53320
"El Dorado"	"Community Development Agency - Environmental Management"	38	87.5	42562
"El Dorado"	"Community Development Agency - Transportation"	187	1193	50907
"El Dorado"	"County Counsel"	22	0	61315.5
"El Dorado"	"District Attorney"	75	0	59118
"El Dorado"	"Health And Human Services"	62	279.5	54524
"El Dorado"	"Health And Human Services - Community Services"	106	0	28907.5
"El Dorado"	"Health And Human Services - Mental Health"	139	0	20846
"El Dorado"	"Health And Human Services - Public Health"	89	0	40618
"El Dorado"	"Health And Human Services - Social Services"	281	1004	31717
"El Dorado"	"Human Resources"	17	0	47978
"El Dorado"	"Information Technologies"	43	18	73016
"El Dorado"	"Library"	82	0	10051
"El Dorado"	"Probation"	157	643	46821
"El Dorado"	"Public Defender"	26	0	96335
"El Dorado"	"Recorder Clerk"	22	0	29653
"El Dorado"	"Recorder Clerk Elections"	28	0	1565
"El Dorado"	"Sheriffs Department"	428	2213	57981
"El Dorado"	"Surveyor"	12	0	80098
"El Dorado"	"Treasurer Tax Collector"	28	0	41225.5
"El Dorado"	"Veterans Services"	6	7	29364
"El Dorado"	"Water Agency"	5	23	78044
"Fresno"	"Assessor-Recorder"	118	0	46254
"Fresno"	"Auditor-Controller/Treasurer-Tax Collector"	104	0	39271
"Fresno"	"Behavioral Health"	504	0	45942
"Fresno"	"Board of Supervisors"	22	0	49612
"Fresno"	"Cooperative Extension"	3	0	25868
"Fresno"	"Coroner-Public Administration/Guardian"	21	0	46696
"Fresno"	"County Administrative Office"	13	0	67522
"Fresno"	"County Clerk - Elections"	95	285	2343
"Fresno"	"County Counsel"	34	0	66877.5
"Fresno"	"Department of Agriculture"	143	185	34601
"Fresno"	"Department of Personnel Services"	28	0	44486
"Fresno"	"Department of Public Health"	542	0	44894
"Fresno"	"Department of Social Services"	2371	330	41103
"Fresno"	"Dept of Child Support Services"	215	11	43012
"Fresno"	"District Attorney"	307	0	47454
"Fresno"	"IHSS - Public Authority"	7	0	33342
"Fresno"	"Internal Services Department"	107	13	72670
"Fresno"	"Internal Services Department-Radio Operations"	4	7146	63899.5
"Fresno"	"Internal Services Department -  Facility Services"	112	241	29422.5
"Fresno"	"Internal Services Department -  Fleet Services"	35	0	40267
"Fresno"	"Internal Services Department -  Graphic Comm Service"	17	0	30089
"Fresno"	"Internal Services Department -  Purchasing"	14	0	37402.5
"Fresno"	"Internal Services Department - Telecommunications"	4	80	42209.5
"Fresno"	"LAFCO Support"	2	0	50726
"Fresno"	"Library"	1	0	121960
"Fresno"	"Library Measure B"	310	0	30785.5
"Fresno"	"PeopleSoft Operations"	2	5320	71957.5
"Fresno"	"Personnel Services-Risk Management"	32	0	46393
"Fresno"	"Planning-Parks and Grounds"	61	108	8249
"Fresno"	"Probation"	278	616.5	47622.5
"Fresno"	"Probation-Juvenile Justice Campus"	319	5134	54961
"Fresno"	"Public Defender"	97	0	63902
"Fresno"	"Public Works & Planning- Roads"	212	0	46117.5
"Fresno"	"Public Works and Planning"	78	0	56706
"Fresno"	"Public Works and Planning-American Ave Disposal"	30	1444	29593
"Fresno"	"Public Works and Planning-Community Development"	13	0	64740
"Fresno"	"Public Works And Planning-Neighborhood Stabilization Program"	2	0	26205
"Fresno"	"Public Works and Planning-Resources"	20	0	60738
"Fresno"	"Public Worls And Planning-Special Districts Administration"	19	45	54063
"Fresno"	"Retirement Association"	29	0	40792
"Fresno"	"Security Services"	75	238	25669
"Fresno"	"Sheriff"	1133	6749	68965
"Fresno"	"Veterans' Service Officer"	5	0	38584
"Glenn"	"Agriculture Department"	13	0	54528
"Glenn"	"Air Pollution Control"	6	0	47776.5
"Glenn"	"Airport"	1	0	42078
"Glenn"	"Alcohol And Drug Abuse Services"	9	0	41908
"Glenn"	"Animal Control"	3	3329	46550
"Glenn"	"Assessor"	9	0	52157
"Glenn"	"Board of Supervisors"	5	0	31803
"Glenn"	"Building Inspector"	2	0	23729
"Glenn"	"California Children's Services"	1	35	48587
"Glenn"	"Child Support Services"	9	480	37659
"Glenn"	"Civil Division"	1	12754	59899
"Glenn"	"Clerk of the Board"	3	0	50775
"Glenn"	"Community Service Action"	32	0	34174.5
"Glenn"	"Cooperative Extension"	7	0	1531
"Glenn"	"Cops In Schools Grant"	1	10239	72489
"Glenn"	"Cops Universal Hiring Grant"	3	16993	79235
"Glenn"	"County Counsel"	2	0	73286
"Glenn"	"Delinquency Prevention"	1	0	12578
"Glenn"	"Department of Finance"	9	0	44349
"Glenn"	"Dispatch"	11	223	6381
"Glenn"	"District Attorney"	10	0	31732
"Glenn"	"District Attorney-Vertical Prosecution"	2	0	10963.5
"Glenn"	"Elections"	27	0	120
"Glenn"	"Facilities"	11	0	35840
"Glenn"	"Fleet Operations"	4	0	43845
"Glenn"	"Health And Human Services Administration"	4	0	102323
"Glenn"	"Health Services"	9	0	55792
"Glenn"	"Human Resource Agency"	23	0	31787
"Glenn"	"Jail"	29	4666	40431
"Glenn"	"JJCPA Grant"	1	0	49607
"Glenn"	"Juvenile Hall"	16	6105.5	38707.5
"Glenn"	"Juvenile Probation And Camps Funding"	1	11897	66809
"Glenn"	"Local Community Corrections"	6	2974	59041.5
"Glenn"	"Mental Health"	53	120	35859
"Glenn"	"Partnership Grant"	1	0	1293
"Glenn"	"Personnel"	3	0	51476
"Glenn"	"Planning Department"	4	0	52039.5
"Glenn"	"Probation"	5	0	57783
"Glenn"	"Public Guardian"	2	0	56951.5
"Glenn"	"Public Health"	18	0	55141
"Glenn"	"Public Works"	13	0	34063
"Glenn"	"Recorder"	3	0	54600
"Glenn"	"Road Department"	21	238	38834
"Glenn"	"Road Engineers"	2	0	52723
"Glenn"	"Road Shop"	4	2075.5	44851
"Glenn"	"Sb678 Community Performance Incentive"	2	0	35642
"Glenn"	"Sheriff"	25	1794	70844
"Glenn"	"Slesf"	1	0	13055
"Glenn"	"Social Services"	78	0	38549.5
"Glenn"	"Solid Waste"	7	452	41303
"Glenn"	"Special Investigations Tament Grant"	2	5616	47622.5
"Glenn"	"Trial Court Security"	5	155	19855
